Index,user_id,created_at,content,like_num,repost_num,comment_num,manually_label,sentiment_baseline,senti_by_refined_snownlp,senti_by_jieba_sentiment
778,6575734922,2020-01-24 23:31,#河南发布疫情预防短信#这两天只看网上花式夸河南，可是我们这儿一点动静都没有。没有短信，没有宣传，人们对于新冠肺炎仅限于传染病，知道要戴口罩，但是戴什么口罩却不大清楚，还有买棉口罩的，药店里的一次性口罩也没了，但是街上也没有见多少人戴口罩。而且我们镇的zf没见有关于这事儿的宣传，我今天晚上看见一辆警车前面拉的横幅，本来以为是宣传加强防范病毒的，结果一看是禁止燃放烟花爆竹的。我不是说宣传这个不必要，但是我觉得在特殊时期也应该有所取舍吧。明明这个病毒传染就已经很严重了，为什么不宣传呢？街上都没什么人重视，没什么人戴口罩。过年他们依旧出去走亲戚串门。昨天我去超市，然后超市的人基本上没有戴口罩的，然后我今天去超市买菜，然后基本上超市的工作人员带了口罩，但是买菜的人还是没有带。我觉得这种病毒性传染病最严重的地方不是城市而是农村，因为农村返乡的务工人员很多，为什么不加强宣传呢？可能人家别的地方做的确实很好，人家在村里，镇子里各处都宣传的很好，但是我们这确实就没有一点动静。该放炮的还是有放炮的，该不戴口罩还是不戴口罩。[摊手][摊手][摊手],13,0,30,-1,-1,-1,-1
12484,7381838209,2020-02-11 23:52,搭乘过20趟高铁！陕西一高铁保洁员确诊新冠肺炎 华 华商报 21分钟前 2020年2月9日，澄城县确诊一名新型冠状病毒感染肺炎病例，患者王某某系高铁保洁员，发病前曾在多趟高铁动车服务，活动轨迹如下：  1、1月21日2时15分至16时36分，患者在G4324列车(西安 上海往返)上做保洁，期间未出站，在车上用餐。16时36分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  2、1月22日5时15分至8时47分，患者在DJ8861列车(西安北→成都东)做保洁。9时17分至13时27分，患者在D1920列车(成都东→西安北)做保洁。14时至17时43分，患者在D1937列车(西安北→成都东)做保洁。18时7分至22时18分，患者在D1950列车(成都东→西安北)做保洁。期间未出站，在车上用餐。22时18分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  3、1月23日7时9分至11时18分，患者在D1911列车(西安→成都东)做保洁，11时18分下车后于成都瑞峰酒店住宿。  4、1月24日11时38分至15时41分，患者在D1924列车(成都东→西安)做保洁。15时41分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  5、1月25日9时至14时01分，患者在D1917列车(西安→峨眉)做保洁，14时01分下车后于峨眉山康逸酒店住宿。  6、1月26日12时至17时36分，患者在D1928列车(峨眉→西安)做保洁。17时36分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  7、1月27日9时24分至16时36分，患者在G1920列车(西安→上海)做保洁，16时36分下车后于上海车行公寓住宿。  8、1月28日12时23分至19时47分，患者在G1926列车(上海→西安)做保洁。19时47分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  9、1月29日5时15分至8时47分，患者在DJ8861列车(西安北→成都东)做保洁。9时17分至13时27分，患者在D1920列车(成都东→西安北)做保洁。14时至17时43分，患者在D1937列车(西安北→成都东)做保洁。18时7分至22时18分，患者在D1950列车(成都东→西安北)做保洁。期间未出站，在车上用餐。22时18分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  10、1月30日9时至14时01分，患者在D1917列车(西安→峨眉)做保洁，14时01分下车后于峨眉山康逸酒店住宿。  11、1月31日12时至17时36分，患者在D1928列车(峨眉→西安)做保洁。17时36分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  12、2月1日15时50分至23时23分，患者在G1942列车(西安→上海)做保洁，23时23分下车后在上海车行公寓住宿。  13、2月2日11时34分至19时09分，患者在G1924列车(上海→西安)做保洁。19时09分下车后，患者前往西安市未央区兴隆路奥达文景观园员工宿舍内住宿。  14、2月3日10时，患者由西安市未央区兴隆路奥达文景观园员工宿舍步行至西安北站，10时41分，乘坐D2538列车(西安→太原)7车厢，11时24分自大荔站下车。12时左右在大荔站与段某某(陌生人)拼出租车回澄(车身黄色，车牌号不详)，12时30分左右，车辆抵达韦庄三岔路口，因韦庄三岔路口检查点不允许外来车辆进澄，患者与段某某下出租车，转拼澄城私家车(陕E9819G)，与车主马某某及其女儿马某某同车回澄。  现提醒有以上共同出行史及活动轨迹的人员注意：  1、有以上共同出行史的乘客、司机及活动轨迹的人员，请主动到所在地社区、村委会进行报备，自行居家医学观察14天。  2、居家医学观察期内，每天早晚2次测体温，期间不能与他人接触。如有发热、咳嗽等不适症状，请主动报告所在地社区、村委会，所在地社区、村委会联系当地疾控中心接诊至就近定点医院。接诊就诊过程中，要全程佩戴口罩，不得自行前往医疗机构就诊。  3、居家隔离人员如想了解有关消毒、隔离等要求，请与当地疾控中心联系，有专业人员为您解答指导。  澄城县应对新型冠状病毒感染肺炎疫情  工作领导小组办公室  2020年2月10日,1,0,0,-1,-1,-1,1
26413,5702004489,2020-02-27 23:45,#韩国新冠肺炎感染增至1766人#好无语哦,0,0,0,-1,0,-1,-1
698,2486428530,2020-01-24 23:26,//@青冥_如风:又是一个好消息！今晚伴随着春晚，真的看到了好多好消息。,0,1,0,1,0,1,0
28739,5596488229,2020-03-01 23:27,#抗击疫情 甘肃在行动# 【流感季来了 如何区分感冒和新冠肺炎】随着初春季节的到来，流行感冒也进入高发期，而在新冠肺炎疫情的影响下，能够正确认识普通感冒、流感和新冠肺炎非常关键，接下来听听专家怎么说。#这次疫情让你看到了什么# @GSTV百姓有话说 GSTV百姓有话说的微博视频 兰州 显示地图,4,0,0,1,1,-1,1
22125,6089723233,2020-02-22 23:40,美国新宁籍华人刘光辉演唱《为了谁》献给抗新冠病毒肺炎白衣战士#钟南山谈新冠肺炎疫情峰值# 湘商视频的微博视频,1,0,1,1,1,1,1
32538,5193731648,2020-03-05 23:26,【#9岁女童康复出院泪别山东医疗队#：我替武汉谢谢你们！】3月3日，湖北武汉，经治疗9岁的雯雯康复出院，雯雯是汉阳国博方舱医院最小的患者。得知雯雯要出院的消息后，正在宾馆休息的医护人员纷纷赶到医院的出口等候。据了解，雯雯一家四口都感染了新冠肺炎，分散在4个隔离点，亲人都不在身边，是医护人员给了她照顾和勇气。雯雯上车时泣不成声。 http://t.cn/A678jk4Z @时间视频,1,0,2,1,1,-1,1
118,7006367380,2020-01-22 14:21,#返朴解惑新型肺炎# 新型冠状病毒爆发之际，口罩又一次脱销了。朋友圈里甚至出现了新型代购：口罩代购。 小小的口罩，你真的了解么？有哪些口罩种类？它们的区别在哪？哪种口罩阻挡病毒传播的效果最好？我们一定要购买 #N95口罩# 么？N95的呼气阀会减少保护作用么？这篇文章总结了关于口罩的十一个问答，希望可以在这个病毒肆虐的季节，为大家一扫关于口罩的疑惑。   #万众一心抗击新冠肺炎#http://t.cn/A6vkxzgf,4257,4588,279,0,1,-1,1
15898,7297186350,2020-02-15 23:54,//@浦东新区小泥:【上海又有#34名确诊患者治愈出院# 包括2名小朋友最小的仅14个月[话筒]】2月15日上海又有34名确诊新冠肺炎病例治愈出院，这其中有两例为儿童，年龄,0,0,0,1,-1,-1,-1
11034,1849960737,2020-02-09 23:45,『请扩散！新冠肺炎求助通道开启』http://t.cn/A6PEDOgo,0,0,0,0,-1,-1,-1
32279,3201440542,2020-03-05 23:11,甘肃新增11例境外输入新冠肺炎确诊病例，累计102例甘肃新增11例境外输入新冠肺炎确诊病例，累计102例,0,0,0,0,-1,-1,0
32971,5365112692,2020-03-05 23:54,#除中国全球新冠肺炎已超15000例#      全球抗疫，不容忽视！,4,1,4,0,0,-1,1
3057,1178354843,2020-01-27 22:48,//:又有一些逻辑一塌糊涂的人来论证开车去山东的湖北人是错的。好像证明了湖北人是错的就能掩盖他们无人性的事实似的。还有一些分不清社会责任与个人责任的草包让同情湖北人的人把他们领回家。要有个人能扛起这个责任，还拿官方来作甚？我希望各地能够与湖北、武汉一起共度维艰，而不是八方阻断。,0,0,0,1,1,1,1
13128,1958345371,2020-02-12 23:42,【国务院联防联控机制：公共场所发现疑似、确诊病例时应停用空调通风系统】国务院应对新型冠状病毒肺炎疫情联防联控机制12日印发《新冠肺炎流行期间办公场所和公共场所空调通风系统运行管理指南》，当场所发现疑似、确诊新型冠状病毒感染的肺炎病例，或集中空调通风系统的类型、供风范围等情况不清楚，应当停止使用空调通风系统。http://t.cn/A6hy8wtp,1,0,0,0,-1,-1,1
20630,3883023551,2020-02-20 23:56,【韩国现超级传播事件 一个大妈团灭一个教会组织 上千名教徒被隔离】日前，韩国大邱发生新冠肺炎超级传播事件。一名61岁的韩国籍女性为该国第31例确诊病患，她曾于9日和16日先后两次前往“新天地”大邱教会做礼拜。截止20日，韩国新增的31例确证病患中有23人与该教会有关。韩国中央防疫对策本部20日表示，已获取了与第31例患者一起进行礼拜的1001名教徒的名单，正在对这些人员采取居家隔离措施。http://t.cn/A6hYer0G via观察者网,1,0,9,-1,-1,-1,1
33674,1798669432,2020-03-06 23:47,#新冠肺炎# ，#深圳身边事# ，#新冠病毒# ，#深圳身边事[超话]# ，深圳新增境外输入新冠肺炎病例：http://t.cn/A673cMZs,1,0,0,0,0,-1,1
982,6292517563,2020-01-24 23:42,[话筒][话筒][话筒],0,0,0,0,0,0,0
24460,1620058925,2020-02-25 23:33,//@小儿外科裴医生:越南也没有神药,0,0,0,0,1,0,-1
23748,6237821945,2020-02-24 23:45,我大舅妈的亲弟弟，王维武，中西医双博后，可以微信搜公众号能搜到他。  因为我大舅妈的母亲19年年底过寿，所以舅舅从瑞典回国，正好赶上了新冠肺炎，于是留下助阵湖北咸宁疫区，凭借他多年的行医经验，开了一副药方，60名试行患者中有54名在服用药汤后核酸检测新冠肺炎转为阴性。  转发出来是希望能有更多人看到，希望武汉能看到。[组图共6张],0,0,6,0,1,-1,1
22286,1795591195,2020-02-22 23:49,#哈尔滨倡议市民二月二不出门理发#【哈尔滨倡议市民二月二不出门理发】哈尔滨官方微博发布：后天（24日）就是农历二月二了。目前新冠肺炎疫情仍然十分严峻，出一趟门、理一次发，就可能让自己一个月的坚守功亏一篑，让那么多人的努力付之东流。我们倡议，今年二月二，我们秉持“于己负责于人负责”， 继续坚持“不出门，不聚集，不聚会”。,1,0,0,0,-1,-1,-1
1710,2110489442,2020-01-25 23:44,请各大媒体把新型冠状病毒性肺炎简称为 新冠肺炎，别用地名命名好吗，起码的尊重,0,0,0,0,-1,0,1
9793,5381621529,2020-02-07 23:44,#淡然处之08#  #全民战疫#【正在直播：河南省新型冠状病毒感染的肺炎疫情防控工作新闻发布会】河南省举行新型冠状病毒感染的肺炎疫情防控工作新闻发布会，介绍河南省新冠肺炎疫情信息、疾病预防和医疗救治工作情况。 O新华网的微博直播 . 新华网的微博视频,0,0,0,0,1,-1,1
23124,1249438765,2020-02-23 23:54,《长相思·祭奠》 鄂一程，汉一程， 身向疫场矢志行， 日日上医灯。  衣一层，罩一层， 卸甲归园忠烈文， 相泣无余生。  #黄文军医生感染新冠肺炎去世#,2,0,0,0,1,-1,1
36208,5608257737,2020-03-09 23:28,#西班牙新冠肺炎确诊病例已达999例#好好重视起来吧…,0,0,0,0,1,1,1
135,6242460818,2020-01-22 16:40,#晒年味# 祝愿我所有的医生同学们在抗击新冠肺炎的第一线都平安！我能做的就是老实待在家里，不到处跑！搞好营养，不生病！不给他们添麻烦！灾难快点过去吧！,0,0,0,1,-1,-1,1
2764,3917937138,2020-01-27 22:04,『萍乡新冠肺炎治愈患者：这病不可怕！只要有信心，一定战胜它！』萍乡新冠肺炎治愈患者：这病不可怕！只要有信心，一定战胜它！,3,1,2,1,1,1,-1
17548,2453933840,2020-02-17 23:45,【“平安佛医保”3月底前可参保，再添新冠肺炎现金补偿保险责任！】经佛山市医疗保障局与承保机构商议，佛山市商业补充医疗保险“平安佛医保”的参保决定重启，从2020年2月17日起延长参保期至2020年3月31日，并向所有“平安佛医保”参保人赠送新冠肺炎现金补偿保险责任。参保可长按下方二维码进入：http://t.cn/A6hXSC7C,0,0,0,0,-1,-1,1
1393,6080349950,2020-01-25 23:20,#万众一心抗击新冠肺炎#能做的最大努力就是乖乖在家呆着了。希望一切赶快好起来!🙏🙏🙏,7,0,0,1,1,0,1
23851,1878156541,2020-02-24 23:48,【零症状到不能走路仅几小时 她曝发病恐怖经过】新冠肺炎〈NCP〉的疫情持续延烧，传染力和发病速度都十分惊人，让全球民众人心惶惶。一名大陆的女医师抽空检测，意外发现自己染病，在短短几个小时之内就从无症状到无法走路，在鬼门关前走一遭的她日前顺利康复出院，也现身说法透露保命关键。💪💪生死一线！大家千万不能松懈！更多详情： http://t.cn/A6hDKpBe,3,1,2,0,0,-1,-1
34777,5062856580,2020-03-07 23:55,【#至尊公主号内部画面曝光# 乘客：大家混在一起十几天早感染了】3月6日，美国媒体曝光“至尊公主”号邮轮内部画面。当日首批新冠病毒检测结果未先通知乘客，而是由副总统通过媒体公布，引发乘客强烈不满。一名乘客非常气愤，称过去的13天大家都是随意走动，如果有人接触到了病毒，也早就接触了。#聚焦新冠肺炎疫情#  http://t.cn/A67gHwtL,1,0,2,-1,-1,-1,-1
11830,2443750207,2020-02-10 23:45,#腾讯新闻# 辟谣：网传高义一员工确诊新冠肺炎是谣言！辟谣：网传高义一员工确诊新冠肺炎是谣言！ 来自@腾讯新闻,0,0,0,0,1,-1,1
23904,5114357986,2020-02-24 23:50,#台湾新冠肺炎确诊病例增至30例#  台独给爷爬,271,21,35,-1,0,-1,1
3478,1866192190,2020-01-27 23:44,科比离世的消息 很是难过 我们曾经一起不知道看过多少场他的比赛 如果他知道 心情也是会难过很久很久的 新冠肺炎疫情赶紧消退吧 这个世界和大家真的太需要多一点好消息来抚平内心的波澜和不安了,1,0,0,1,1,1,1
22963,5349819980,2020-02-23 23:50,看进度，绿灯加停电除以累计确诊是33％的意思是依然有67％的工作正在做[doge][doge][doge]，全部做完大概需要之前两倍的时间，不出意外壹确顺利的话考虑到实战经验的积累和有效方案的运用可能会提前。来自新冠肺炎真正的考验是如何恢复经济？为了不断供持续救援而返厂复工防止坐吃山空，对于防不胜防导致的缺岗要做好资料备份、人员轮替和隔离治疗等安排，就是壹边建设祖国，壹边拯救地球人。[组图共3张],0,0,0,1,1,-1,1
25254,1436811095,2020-02-26 23:45,"<span class=""cmt"">无",0,0,0,0,0,-1,1
27752,6310943076,2020-02-28 23:59,北京市2月26号新增10例确诊新冠肺炎病例的活动场所在裕民路甲3号，让人不解的是2月28号距离裕民路甲3号只有500米远的XX小区，出现了西城城管（20人-30人）和德外街道（10人-20人）的联合执法行动，清除小区内违章垃圾、杂物等，清除杂物期间由于和居民起了冲突，居民年纪大概80岁左右，引得小区内的居民纷纷出来围观，围观的居民不少于100人，还有不带口罩的，关键是和执法人员起冲突的老人也没带口罩！！  我想问的是：  1.小区内的杂物、垃圾等放了已经几年了都没有清除，为什么是在疫情最的关键时刻来清除，难道是为了应对上级的检查吗？  2.清除杂物、垃圾的初衷是什么？非要选择这个时候吗？国家要求大家尽量减少外出，你们却选择这个时候到小区找事，引来众多市民围观。  3.带来了40人-50人左右在小区里晃来晃去就不怕被传染或传染别人吗？  4.小区居民发现清理的杂物有重要的东西，问“执法”负责人时，居然告诉居民自己去垃圾站找，并详细告诉了垃圾站的地址。,0,0,0,-1,-1,-1,1
21716,6574665634,2020-02-22 23:20,湖北监狱系统确诊271例新冠肺炎 武汉女子监狱监狱长被免职#武汉女子监狱监狱长被免职##全国疫情发展拐点尚未到来# 俱知晨挺的微博视频,0,0,0,-1,-1,-1,-1
35062,5372878870,2020-03-08 23:04,一个9岁女孩因发热、乏力、咳嗽10天就诊。患儿曾因流涕、咳嗽、乏力1周就诊，当时查体发现咽后壁红肿、流涕，诊断为病毒性上呼吸道感染，建议予支持治疗。近4天患儿咳嗽持续，出现发热。查体：体温38.2℃，心率100次/分，呼吸40次/分，氧饱和度90%。结合当下疫情首先除外了新冠肺炎，下一步如何诊治呢？http://t.cn/A6zvP5QE,0,1,0,0,1,-1,-1
1595,6111188431,2020-01-25 23:35,马,0,0,0,0,0,1,0
27066,7377680907,2020-02-28 23:34,#武汉加油#【#湖北部署必需返岗人员流动工作#：#湖北省内必需返岗人员需领健康码#】据湖北省新冠肺炎疫情防控指挥部：①明确首批流动人员为各地保障疫情防控、公共事业运行、群众生活必需及其他涉及重要国计民生相关企业的返岗员工；②先期将省内必需返岗人员纳入全省统一疫情防控健康码管理；③鼓励以员工自驾方式或用工单位“点对点”包车方式实施返程，沿途做好防疫工作。（人民日报）,1,0,0,1,1,-1,1
16917,3091662241,2020-02-16 23:55,真不容易,0,0,0,1,0,0,0
34118,2185098414,2020-03-07 23:14,【梅州全市亮灯！致敬最美她力量！】在第110个“三八”国际妇女节来临之际，梅州市在客都汇广场举行“致敬，广东最美她力量”“致敬，梅州最美她力量”系列活动。活动现场，梅州市领导分别向我市新冠肺炎定点收治医院一线女医务人员代表赠送鲜花和“致敬最美巾帼逆行者”三八节贺卡，向梅州援助湖北的27名女医务人员赠送由市女美术家协会会员创作的美术作品，向第二批梅州市“美丽家园”示范村（10个）、示范户（16户）代表授牌。#梅州身边事#[组图共12张],1,0,0,1,1,1,1
7716,1607757644,2020-02-04 23:43,//@京城第一母老虎:我去，昨天我还说这种邮轮可能会有两千人,0,0,0,-1,0,0,0
24190,1653015034,2020-02-25 23:23,【#日本新冠肺炎病例累计确诊861例#】据日本放送协会(NHK)报道，截至当地时间25日晚8时，日本新冠肺炎确诊病例已增至861人。报道称，25日，除了长野县确诊首例新冠肺炎病例外，日本北海道、爱知县及熊本县分别新增5名、3名及2名新冠肺炎感染病例，多地共增加11例确诊病例。http://t.cn/A67hvkx4  http://t.cn/R2WxexK显示地图,0,0,0,0,1,-1,1
27985,7240211307,2020-02-29 23:40,#李现ins[超话]#「四年一度的2月29来了」虽然日历上是四年一次，但今年格外特别，人生的旅途总是充满无数未知，就像现在经历着新冠肺炎疫情的大家。愿四年后，我们都成为更好的自己。晚安！@李现ing,2,1,2,1,0,1,-1
2128,2862591824,2020-01-26 23:33,//@丁香园:新冠肺炎科普，转………,0,0,0,0,1,1,0
8431,6128269966,2020-02-05 23:41,[good]//@娜啦出走:偶青团壶联合位置公演rapper组第一名。,0,0,0,0,0,-1,1
